1 1:0 2:0 3:0 4:5 #0
1 1:0 2:0 3:0 4:12 #10
1 1:0 2:0 3:0 4:6 #20
1 1:0 2:0 3:0 4:2 #30
1 1:0 2:0 3:0 4:0 #40
1 1:0 2:0 3:0 4:0 #50
1 1:0 2:0 3:0 4:6 #60
1 1:8 2:0 3:0 4:0 #70
1 1:10 2:28 3:0 4:0 #80
1 1:0 2:0 3:0 4:0 #90
1 1:0 2:0 3:0 4:8 #100
-1 1:0 2:0 3:0 4:0 #110
-1 1:0 2:0 3:0 4:0 #120
-1 1:0 2:0 3:0 4:0 #130
-1 1:0 2:0 3:0 4:0 #140
-1 1:0 2:0 3:0 4:0 #150
-1 1:0 2:0 3:0 4:0 #160
-1 1:0 2:0 3:0 4:0 #170
-1 1:1 2:0 3:0 4:0 #180
-1 1:0 2:0 3:0 4:0 #190
-1 1:0 2:0 3:0 4:0 #200
-1 1:0 2:0 3:0 4:0 #210
-1 1:0 2:0 3:0 4:0 #220
-1 1:0 2:0 3:0 4:0 #230
-1 1:0 2:0 3:0 4:0 #240
-1 1:0 2:0 3:0 4:0 #250
-1 1:0 2:0 3:0 4:0 #260
-1 1:0 2:0 3:0 4:0 #270
-1 1:0 2:0 3:0 4:0 #280
-1 1:0 2:0 3:0 4:0 #290
-1 1:0 2:0 3:0 4:0 #300
-1 1:0 2:0 3:0 4:0 #310
-1 1:0 2:0 3:0 4:0 #320
-1 1:0 2:0 3:0 4:0 #330
-1 1:0 2:0 3:0 4:0 #340
-1 1:0 2:0 3:0 4:0 #350
-1 1:0 2:0 3:0 4:0 #360
-1 1:0 2:0 3:0 4:0 #370
-1 1:2 2:0 3:0 4:0 #380
-1 1:0 2:0 3:0 4:0 #390
-1 1:0 2:0 3:0 4:0 #400
-1 1:1 2:0 3:0 4:0 #410
-1 1:0 2:0 3:0 4:0 #420
-1 1:0 2:0 3:0 4:0 #430
-1 1:0 2:0 3:0 4:0 #440
-1 1:0 2:0 3:0 4:0 #450
-1 1:0 2:0 3:0 4:0 #460
-1 1:0 2:0 3:0 4:0 #470
-1 1:0 2:0 3:0 4:0 #480
-1 1:0 2:0 3:0 4:0 #490
-1 1:0 2:0 3:0 4:0 #500
-1 1:0 2:0 3:0 4:0 #510
-1 1:0 2:0 3:0 4:0 #520
-1 1:0 2:0 3:0 4:0 #530
-1 1:0 2:0 3:0 4:0 #540
-1 1:0 2:0 3:0 4:0 #550
-1 1:0 2:0 3:0 4:0 #560
-1 1:6 2:0 3:0 4:1 #570
-1 1:17 2:5 3:0 4:0 #580
-1 1:44 2:25 3:0 4:0 #590
-1 1:112 2:65 3:2 4:0 #600
-1 1:101 2:120 3:0 4:0 #610
-1 1:121 2:115 3:0 4:0 #620
-1 1:78 2:119 3:2 4:0 #630
-1 1:54 2:110 3:0 4:0 #640
-1 1:35 2:70 3:2 4:0 #650
-1 1:4 2:12 3:0 4:0 #660
-1 1:16 2:26 3:0 4:0 #670
-1 1:36 2:90 3:0 4:2 #680
-1 1:29 2:33 3:0 4:0 #690
-1 1:23 2:50 3:0 4:0 #700
-1 1:19 2:43 3:0 4:0 #710
-1 1:55 2:86 3:2 4:0 #720
-1 1:92 2:104 3:0 4:0 #730
-1 1:2 2:51 3:2 4:3 #740
-1 1:0 2:0 3:0 4:0 #750
-1 1:0 2:0 3:1 4:0 #760
-1 1:0 2:1 3:0 4:8 #770
-1 1:0 2:0 3:0 4:11 #780
-1 1:0 2:0 3:0 4:15 #790
-1 1:0 2:0 3:0 4:2 #800
-1 1:0 2:0 3:0 4:1 #810
-1 1:0 2:0 3:0 4:4 #820
-1 1:0 2:0 3:0 4:9 #830
-1 1:0 2:0 3:2 4:3 #840
-1 1:0 2:0 3:0 4:8 #850
-1 1:1 2:0 3:0 4:8 #860
-1 1:0 2:0 3:0 4:18 #870
-1 1:0 2:0 3:0 4:29 #880
-1 1:0 2:2 3:0 4:13 #890
-1 1:2 2:0 3:2 4:6 #900
-1 1:0 2:0 3:0 4:13 #910
-1 1:0 2:0 3:0 4:24 #920
-1 1:0 2:0 3:1 4:16 #930
-1 1:0 2:0 3:0 4:6 #940
-1 1:0 2:0 3:0 4:12 #950
-1 1:0 2:2 3:3 4:5 #960
-1 1:1 2:0 3:0 4:9 #970
-1 1:0 2:0 3:0 4:2 #980
-1 1:0 2:0 3:0 4:2 #990
-1 1:0 2:0 3:0 4:8 #1000
-1 1:0 2:0 3:0 4:3 #1010
-1 1:0 2:0 3:0 4:9 #1020
-1 1:2 2:1 3:1 4:11 #1030
-1 1:6 2:0 3:0 4:8 #1040
-1 1:0 2:0 3:0 4:10 #1050
-1 1:0 2:0 3:0 4:9 #1060
-1 1:0 2:0 3:0 4:7 #1070
-1 1:1 2:3 3:0 4:7 #1080
-1 1:0 2:0 3:0 4:8 #1090
