1 1:0 2:0 3:0 4:2 #0
1 1:0 2:1 3:0 4:4 #10
1 1:0 2:0 3:0 4:3 #20
1 1:2 2:0 3:0 4:0 #50
1 1:0 2:0 3:0 4:3 #60
1 1:5 2:0 3:0 4:0 #70
1 1:6 2:14 3:0 4:0 #80
1 1:0 2:0 3:0 4:5 #100
-1 1:0 2:0 3:0 4:0 #110
-1 1:0 2:0 3:0 4:0 #120
-1 1:0 2:0 3:0 4:0 #130
-1 1:0 2:0 3:0 4:0 #140
-1 1:0 2:0 3:0 4:0 #150
-1 1:0 2:0 3:0 4:0 #160
-1 1:0 2:0 3:0 4:0 #170
-1 1:0 2:0 3:0 4:0 #180
-1 1:0 2:0 3:0 4:0 #190
-1 1:0 2:0 3:0 4:0 #200
-1 1:0 2:0 3:0 4:0 #210
-1 1:0 2:0 3:0 4:0 #220
-1 1:0 2:0 3:0 4:0 #230
-1 1:4 2:0 3:0 4:0 #240
-1 1:0 2:0 3:0 4:0 #250
-1 1:0 2:0 3:0 4:0 #260
-1 1:0 2:0 3:0 4:0 #270
-1 1:0 2:0 3:0 4:0 #280
-1 1:0 2:0 3:0 4:0 #290
-1 1:0 2:0 3:0 4:0 #300
-1 1:0 2:0 3:0 4:0 #310
-1 1:0 2:0 3:0 4:0 #320
-1 1:0 2:0 3:0 4:0 #330
-1 1:0 2:0 3:0 4:0 #340
-1 1:0 2:0 3:0 4:0 #350
-1 1:0 2:0 3:0 4:0 #360
-1 1:0 2:0 3:0 4:0 #370
-1 1:0 2:0 3:0 4:0 #380
-1 1:0 2:0 3:0 4:0 #390
-1 1:0 2:0 3:0 4:0 #400
-1 1:0 2:0 3:0 4:0 #410
-1 1:0 2:0 3:0 4:0 #420
-1 1:0 2:0 3:0 4:0 #430
-1 1:0 2:0 3:0 4:0 #440
-1 1:0 2:0 3:0 4:0 #450
-1 1:0 2:0 3:0 4:0 #460
-1 1:0 2:0 3:0 4:0 #470
-1 1:0 2:0 3:0 4:0 #480
-1 1:0 2:0 3:0 4:0 #490
-1 1:0 2:0 3:0 4:0 #500
-1 1:0 2:0 3:0 4:0 #510
-1 1:0 2:0 3:0 4:0 #520
-1 1:0 2:0 3:0 4:0 #530
-1 1:0 2:0 3:0 4:0 #540
-1 1:0 2:0 3:0 4:0 #550
-1 1:0 2:0 3:0 4:0 #560
-1 1:1 2:0 3:0 4:0 #570
-1 1:15 2:9 3:0 4:0 #580
-1 1:13 2:29 3:0 4:0 #590
-1 1:52 2:50 3:0 4:0 #600
-1 1:55 2:92 3:0 4:0 #610
-1 1:76 2:77 3:0 4:0 #620
-1 1:49 2:68 3:0 4:0 #630
-1 1:33 2:74 3:0 4:0 #640
-1 1:14 2:35 3:0 4:0 #650
-1 1:3 2:13 3:0 4:0 #660
-1 1:5 2:17 3:0 4:0 #670
-1 1:17 2:36 3:0 4:0 #680
-1 1:9 2:20 3:0 4:0 #690
-1 1:16 2:41 3:1 4:0 #700
-1 1:15 2:40 3:0 4:0 #710
-1 1:34 2:57 3:0 4:0 #720
-1 1:52 2:75 3:1 4:0 #730
-1 1:1 2:37 3:1 4:1 #740
-1 1:0 2:0 3:0 4:1 #750
-1 1:0 2:0 3:0 4:0 #760
-1 1:0 2:1 3:2 4:4 #770
-1 1:0 2:0 3:0 4:5 #780
-1 1:0 2:0 3:0 4:6 #790
-1 1:1 2:0 3:0 4:2 #800
-1 1:0 2:0 3:0 4:1 #810
-1 1:1 2:0 3:0 4:1 #820
-1 1:0 2:0 3:0 4:6 #830
-1 1:0 2:0 3:3 4:1 #840
-1 1:0 2:0 3:0 4:5 #850
-1 1:0 2:0 3:0 4:8 #860
-1 1:0 2:0 3:0 4:9 #870
-1 1:0 2:0 3:0 4:19 #880
-1 1:0 2:0 3:0 4:9 #890
-1 1:0 2:0 3:2 4:4 #900
-1 1:0 2:0 3:0 4:9 #910
-1 1:0 2:0 3:0 4:13 #920
-1 1:1 2:1 3:0 4:15 #930
-1 1:0 2:0 3:0 4:3 #940
-1 1:0 2:0 3:0 4:13 #950
-1 1:0 2:0 3:5 4:2 #960
-1 1:0 2:0 3:0 4:5 #970
-1 1:0 2:0 3:0 4:0 #980
-1 1:0 2:0 3:0 4:0 #990
-1 1:0 2:0 3:0 4:5 #1000
-1 1:0 2:0 3:0 4:3 #1010
-1 1:0 2:0 3:0 4:9 #1020
-1 1:0 2:0 3:1 4:7 #1030
-1 1:3 2:0 3:0 4:6 #1040
-1 1:0 2:2 3:0 4:4 #1050
-1 1:0 2:0 3:0 4:4 #1060
-1 1:0 2:0 3:0 4:7 #1070
-1 1:0 2:2 3:0 4:2 #1080
-1 1:0 2:0 3:2 4:6 #1090
-1 1:0 2:0 3:0 4:7 #1100
-1 1:0 2:0 3:0 4:4 #1110
-1 1:0 2:0 3:0 4:0 #1120
-1 1:0 2:0 3:1 4:9 #1130
-1 1:0 2:0 3:0 4:6 #1140
-1 1:0 2:0 3:2 4:7 #1150
-1 1:0 2:0 3:0 4:5 #1160
-1 1:0 2:0 3:0 4:5 #1170
-1 1:0 2:1 3:3 4:12 #1180
-1 1:1 2:0 3:0 4:6 #1190
-1 1:0 2:0 3:0 4:4 #1200
-1 1:0 2:1 3:2 4:1 #1210
-1 1:0 2:0 3:0 4:0 #1220
-1 1:1 2:0 3:1 4:0 #1230
-1 1:0 2:0 3:0 4:3 #1240
-1 1:0 2:0 3:0 4:0 #1250
-1 1:0 2:0 3:0 4:3 #1260
-1 1:0 2:1 3:0 4:3 #1270
-1 1:0 2:0 3:1 4:3 #1280
-1 1:0 2:0 3:0 4:0 #1290
-1 1:0 2:0 3:0 4:0 #1300
-1 1:0 2:0 3:0 4:0 #1310
-1 1:0 2:1 3:0 4:0 #1320
-1 1:0 2:0 3:0 4:0 #1330
-1 1:0 2:0 3:0 4:0 #1340
-1 1:0 2:0 3:0 4:0 #1350
-1 1:0 2:1 3:0 4:0 #1360
-1 1:0 2:0 3:0 4:0 #1370
-1 1:0 2:0 3:0 4:0 #1380
-1 1:0 2:0 3:0 4:0 #1390
-1 1:0 2:0 3:0 4:0 #1400
-1 1:0 2:0 3:0 4:0 #1410
-1 1:0 2:0 3:0 4:0 #1420
-1 1:0 2:0 3:0 4:0 #1430
-1 1:0 2:0 3:0 4:0 #1440
-1 1:1 2:0 3:2 4:0 #1450
-1 1:0 2:0 3:0 4:0 #1460
-1 1:0 2:1 3:0 4:2 #1470
-1 1:0 2:0 3:0 4:1 #1480
-1 1:0 2:0 3:0 4:0 #1490
-1 1:0 2:0 3:0 4:0 #1500
-1 1:0 2:0 3:0 4:0 #1510
-1 1:2 2:4 3:2 4:0 #1520
-1 1:0 2:0 3:0 4:5 #1530
-1 1:0 2:0 3:0 4:0 #1540
-1 1:0 2:0 3:1 4:0 #1550
-1 1:0 2:0 3:2 4:2 #1560
-1 1:0 2:0 3:0 4:0 #1570
-1 1:0 2:0 3:0 4:2 #1580
-1 1:0 2:0 3:0 4:1 #1590
-1 1:0 2:0 3:0 4:1 #1600
-1 1:0 2:0 3:0 4:0 #1610
-1 1:0 2:0 3:0 4:0 #1620
-1 1:0 2:0 3:0 4:0 #1630
-1 1:0 2:0 3:0 4:0 #1640
-1 1:0 2:0 3:0 4:0 #1650
-1 1:0 2:0 3:0 4:0 #1660
-1 1:0 2:0 3:0 4:0 #1670
-1 1:0 2:0 3:0 4:0 #1680
-1 1:0 2:0 3:0 4:0 #1690
-1 1:0 2:0 3:0 4:0 #1700
-1 1:2 2:0 3:0 4:0 #1710
-1 1:0 2:0 3:0 4:0 #1720
-1 1:1 2:0 3:0 4:0 #1730
-1 1:0 2:0 3:0 4:0 #1740
-1 1:0 2:0 3:0 4:0 #1750
-1 1:1 2:0 3:0 4:0 #1760
-1 1:0 2:0 3:0 4:0 #1770
-1 1:0 2:0 3:0 4:0 #1780
