-1 1:0 2:0 3:0 #0 @ data/rechts/ongeldig//940.jpg
-1 1:268 2:0 3:0 #0 @ data/rechts/ongeldig//945.jpg
-1 1:0 2:0 3:0 #0 @ data/rechts/ongeldig//95.jpg
-1 1:97 2:0 3:0 #0 @ data/rechts/ongeldig//950.jpg
-1 1:505 2:0 3:0 #0 @ data/rechts/ongeldig//955.jpg
-1 1:629 2:0 3:0 #0 @ data/rechts/ongeldig//960.jpg
-1 1:792 2:0 3:172 #0 @ data/rechts/ongeldig//965.jpg
-1 1:52 2:0 3:0 #0 @ data/rechts/ongeldig//970.jpg
-1 1:0 2:0 3:0 #0 @ data/rechts/ongeldig//975.jpg
-1 1:0 2:0 3:0 #0 @ data/rechts/ongeldig//980.jpg
-1 1:0 2:0 3:0 #0 @ data/rechts/ongeldig//985.jpg
-1 1:0 2:0 3:17 #0 @ data/rechts/ongeldig//990.jpg
-1 1:0 2:0 3:335 #0 @ data/rechts/ongeldig//995.jpg
-1 1:87871 2:9000 3:223 #0 @ data/rechts/ongeldig//Knipsel.JPG
-1 1:6039 2:70 3:0 #0 @ data/rechts/ongeldig//Knipsel13.JPG
-1 1:26807 2:11 3:0 #0 @ data/rechts/ongeldig//Knipsel14.JPG
-1 1:46821 2:75 3:0 #0 @ data/rechts/ongeldig//Knipsel16.JPG
-1 1:115583 2:15549 3:0 #0 @ data/rechts/ongeldig//Knipsel17.JPG
-1 1:2129 2:0 3:0 #0 @ data/rechts/ongeldig//Knipsel18.JPG
-1 1:23318 2:0 3:0 #0 @ data/rechts/ongeldig//Knipsel23.JPG
-1 1:90108 2:0 3:54 #0 @ data/rechts/ongeldig//Knipsel24.JPG
-1 1:518 2:0 3:0 #0 @ data/rechts/ongeldig//635.jpg
-1 1:920 2:0 3:0 #0 @ data/rechts/ongeldig//640.jpg
-1 1:1262 2:0 3:0 #0 @ data/rechts/ongeldig//645.jpg
-1 1:0 2:0 3:0 #0 @ data/rechts/ongeldig//65.jpg
-1 1:486 2:17 3:269 #0 @ data/rechts/ongeldig//650.jpg
-1 1:798 2:0 3:1618 #0 @ data/rechts/ongeldig//655.jpg
-1 1:0 2:0 3:0 #0 @ data/rechts/ongeldig//660.jpg
-1 1:0 2:0 3:0 #0 @ data/rechts/ongeldig//665.jpg
-1 1:0 2:0 3:0 #0 @ data/rechts/ongeldig//670.jpg
-1 1:266 2:0 3:0 #0 @ data/rechts/ongeldig//675.jpg
-1 1:0 2:0 3:28 #0 @ data/rechts/ongeldig//680.jpg
-1 1:0 2:0 3:0 #0 @ data/rechts/ongeldig//685.jpg
-1 1:0 2:0 3:0 #0 @ data/rechts/ongeldig//690.jpg
-1 1:0 2:0 3:0 #0 @ data/rechts/ongeldig//695.jpg
-1 1:0 2:0 3:0 #0 @ data/rechts/ongeldig//70.jpg
-1 1:0 2:0 3:0 #0 @ data/rechts/ongeldig//700.jpg
-1 1:86 2:0 3:0 #0 @ data/rechts/ongeldig//705.jpg
-1 1:134 2:0 3:0 #0 @ data/rechts/ongeldig//710.jpg
-1 1:54 2:0 3:0 #0 @ data/rechts/ongeldig//715.jpg
-1 1:98 2:0 3:0 #0 @ data/rechts/ongeldig//720.jpg
-1 1:30 2:0 3:0 #0 @ data/rechts/ongeldig//725.jpg
-1 1:16 2:0 3:0 #0 @ data/rechts/ongeldig//730.jpg
-1 1:0 2:0 3:0 #0 @ data/rechts/ongeldig//735.jpg
-1 1:0 2:0 3:0 #0 @ data/rechts/ongeldig//740.jpg
-1 1:0 2:0 3:0 #0 @ data/rechts/ongeldig//745.jpg
-1 1:0 2:0 3:28 #0 @ data/rechts/ongeldig//75.jpg
-1 1:0 2:0 3:0 #0 @ data/rechts/ongeldig//750.jpg
-1 1:0 2:0 3:0 #0 @ data/rechts/ongeldig//755.jpg
-1 1:0 2:0 3:0 #0 @ data/rechts/ongeldig//760.jpg
-1 1:0 2:0 3:0 #0 @ data/rechts/ongeldig//765.jpg
-1 1:0 2:0 3:0 #0 @ data/rechts/ongeldig//770.jpg
-1 1:0 2:0 3:0 #0 @ data/rechts/ongeldig//775.jpg
-1 1:0 2:0 3:0 #0 @ data/rechts/ongeldig//780.jpg
-1 1:0 2:0 3:0 #0 @ data/rechts/ongeldig//785.jpg
-1 1:0 2:0 3:0 #0 @ data/rechts/ongeldig//790.jpg
-1 1:0 2:0 3:0 #0 @ data/rechts/ongeldig//795.jpg
-1 1:0 2:0 3:0 #0 @ data/rechts/ongeldig//80.jpg
-1 1:0 2:0 3:0 #0 @ data/rechts/ongeldig//800.jpg
-1 1:0 2:0 3:0 #0 @ data/rechts/ongeldig//805.jpg
-1 1:0 2:0 3:0 #0 @ data/rechts/ongeldig//810.jpg
-1 1:0 2:0 3:22 #0 @ data/rechts/ongeldig//815.jpg
-1 1:0 2:0 3:0 #0 @ data/rechts/ongeldig//820.jpg
-1 1:0 2:0 3:0 #0 @ data/rechts/ongeldig//825.jpg
-1 1:0 2:0 3:0 #0 @ data/rechts/ongeldig//830.jpg
-1 1:0 2:0 3:0 #0 @ data/rechts/ongeldig//835.jpg
-1 1:0 2:0 3:0 #0 @ data/rechts/ongeldig//840.jpg
-1 1:0 2:0 3:0 #0 @ data/rechts/ongeldig//845.jpg
-1 1:0 2:0 3:0 #0 @ data/rechts/ongeldig//85.jpg
-1 1:88 2:0 3:0 #0 @ data/rechts/ongeldig//850.jpg
-1 1:0 2:0 3:0 #0 @ data/rechts/ongeldig//855.jpg
-1 1:451 2:0 3:0 #0 @ data/rechts/ongeldig//860.jpg
-1 1:2521 2:0 3:0 #0 @ data/rechts/ongeldig//865.jpg
-1 1:240 2:0 3:0 #0 @ data/rechts/ongeldig//870.jpg
-1 1:542 2:0 3:0 #0 @ data/rechts/ongeldig//875.jpg
