-1 1:0 2:1 3:3 4:17921 5:133996 6:3431 #0
-1 1:0 2:0 3:3 4:17729 5:133935 6:3518 #1
-1 1:0 2:0 3:3 4:17863 5:135603 6:3554 #2
-1 1:0 2:0 3:5 4:16134 5:74849 6:3956 #3
-1 1:0 2:0 3:6 4:17624 5:128462 6:3586 #4
-1 1:0 2:1 3:8 4:16811 5:130409 6:4043 #5
-1 1:0 2:0 3:4 4:16541 5:136292 6:4116 #6
-1 1:0 2:0 3:4 4:17834 5:140726 6:3797 #7
-1 1:0 2:0 3:4 4:17198 5:136111 6:3933 #8
-1 1:0 2:0 3:4 4:17651 5:136848 6:3660 #9
-1 1:0 2:0 3:4 4:17344 5:134862 6:3613 #10
-1 1:0 2:0 3:4 4:18387 5:137191 6:3420 #11
-1 1:0 2:0 3:5 4:18163 5:138154 6:3365 #12
-1 1:0 2:0 3:4 4:17020 5:134519 6:3858 #13
-1 1:0 2:0 3:5 4:17890 5:140426 6:3516 #14
-1 1:0 2:0 3:7 4:16916 5:136580 6:3757 #15
-1 1:0 2:0 3:7 4:17281 5:137651 6:3722 #16
-1 1:0 2:0 3:6 4:18285 5:140066 6:3348 #17
-1 1:0 2:1 3:6 4:17088 5:137442 6:3945 #18
-1 1:0 2:0 3:6 4:17590 5:135499 6:3430 #19
-1 1:0 2:0 3:6 4:16409 5:130049 6:4205 #20
-1 1:0 2:0 3:3 4:18022 5:136211 6:3731 #21
-1 1:0 2:0 3:0 4:15380 5:144821 6:3427 #22
-1 1:0 2:0 3:0 4:3611 5:162996 6:1766 #23
-1 1:0 2:0 3:0 4:0 5:178640 6:1623 #24
-1 1:0 2:0 3:0 4:0 5:182233 6:1499 #25
-1 1:0 2:0 3:0 4:0 5:169446 6:1716 #26
-1 1:0 2:0 3:0 4:0 5:145765 6:2048 #27
-1 1:0 2:0 3:0 4:228 5:117399 6:2274 #28
-1 1:0 2:0 3:4 4:127 5:86222 6:1104 #29
-1 1:0 2:0 3:4 4:48 5:42098 6:618 #30
-1 1:0 2:0 3:4 4:0 5:24854 6:417 #31
-1 1:0 2:0 3:4 4:0 5:34534 6:595 #32
-1 1:0 2:0 3:4 4:0 5:43332 6:600 #33
-1 1:0 2:0 3:6 4:0 5:49806 6:517 #34
-1 1:0 2:0 3:5 4:0 5:55435 6:709 #35
-1 1:0 2:0 3:6 4:0 5:62633 6:831 #36
-1 1:0 2:0 3:4 4:1609 5:71309 6:701 #37
-1 1:0 2:0 3:4 4:3680 5:78841 6:795 #38
-1 1:0 2:0 3:0 4:4312 5:87287 6:652 #39
-1 1:0 2:0 3:0 4:10067 5:99019 6:739 #40
-1 1:0 2:0 3:0 4:12326 5:105646 6:777 #41
-1 1:0 2:0 3:0 4:14971 5:111828 6:937 #42
-1 1:0 2:0 3:0 4:15942 5:105586 6:1005 #43
-1 1:0 2:0 3:0 4:18687 5:101543 6:1158 #44
-1 1:0 2:0 3:0 4:24059 5:92839 6:956 #45
-1 1:0 2:0 3:0 4:29310 5:97653 6:1055 #46
-1 1:0 2:0 3:0 4:34416 5:100336 6:1184 #47
-1 1:0 2:0 3:1 4:33843 5:94197 6:836 #48
-1 1:0 2:0 3:0 4:42331 5:91745 6:735 #49
-1 1:0 2:0 3:0 4:42263 5:83035 6:529 #50
-1 1:0 2:0 3:0 4:48633 5:79221 6:440 #51
-1 1:0 2:0 3:0 4:56405 5:77047 6:694 #52
-1 1:0 2:0 3:0 4:58676 5:47702 6:529 #53
-1 1:0 2:0 3:0 4:67889 5:49593 6:659 #54
-1 1:2 2:0 3:4 4:71570 5:54709 6:721 #55
-1 1:4 2:0 3:2 4:79484 5:47963 6:694 #56
-1 1:5 2:0 3:3 4:92145 5:40980 6:856 #57
-1 1:6 2:0 3:3 4:97542 5:28318 6:1028 #58
-1 1:15 2:0 3:4 4:114163 5:16136 6:688 #59
-1 1:12 2:0 3:1 4:123494 5:7634 6:613 #60
-1 1:23 2:0 3:0 4:130237 5:3779 6:823 #61
-1 1:36 2:0 3:0 4:123107 5:702 6:455 #62
-1 1:2 2:0 3:0 4:110429 5:519 6:607 #63
-1 1:4 2:0 3:0 4:101272 5:1123 6:525 #64
-1 1:22 2:0 3:0 4:88253 5:361 6:623 #65
-1 1:16 2:0 3:0 4:79474 5:116 6:571 #66
-1 1:7 2:0 3:0 4:71068 5:703 6:759 #67
-1 1:9 2:0 3:0 4:64488 5:1230 6:1400 #68
-1 1:0 2:1 3:0 4:66351 5:1321 6:1961 #69
-1 1:0 2:0 3:0 4:46677 5:1031 6:1531 #70
-1 1:0 2:0 3:0 4:16851 5:554 6:2047 #71
-1 1:0 2:0 3:0 4:102 5:834 6:4223 #72
-1 1:0 2:0 3:0 4:32 5:508 6:4380 #73
-1 1:1 2:2 3:0 4:0 5:1475 6:4334 #74
-1 1:0 2:0 3:0 4:60 5:928 6:3746 #75
-1 1:0 2:0 3:0 4:0 5:860 6:1966 #76
-1 1:0 2:0 3:0 4:0 5:1742 6:3246 #77
-1 1:0 2:0 3:0 4:0 5:5669 6:4006 #78
-1 1:0 2:0 3:0 4:0 5:8171 6:5179 #79
-1 1:0 2:0 3:0 4:0 5:5982 6:4772 #80
-1 1:0 2:0 3:0 4:86 5:3906 6:4525 #81
-1 1:0 2:0 3:1 4:430 5:3686 6:4706 #82
-1 1:0 2:0 3:2 4:28 5:3854 6:4867 #83
-1 1:0 2:0 3:2 4:872 5:1783 6:2799 #84
-1 1:0 2:0 3:1 4:337 5:618 6:1591 #85
-1 1:0 2:0 3:0 4:241 5:482 6:3344 #86
-1 1:0 2:0 3:0 4:639 5:3482 6:3155 #87
-1 1:0 2:0 3:0 4:0 5:9012 6:4754 #88
-1 1:0 2:0 3:0 4:0 5:9995 6:5303 #89
-1 1:0 2:0 3:0 4:0 5:10139 6:4489 #90
