-1 1:0 2:0 3:5 #0
-1 1:0 2:0 3:5 #6
-1 1:0 2:0 3:5 #12
-1 1:0 2:0 3:5 #18
-1 1:0 2:0 3:3 #24
-1 1:0 2:0 3:0 #30
-1 1:0 2:0 3:0 #36
-1 1:0 2:0 3:9 #42
-1 1:0 2:0 3:0 #48
-1 1:0 2:0 3:0 #54
-1 1:0 2:0 3:5 #60
-1 1:0 2:0 3:0 #66
-1 1:7 2:0 3:0 #72
-1 1:47 2:0 3:0 #78
-1 1:2 2:0 3:0 #84
-1 1:0 2:0 3:0 #90
-1 1:0 2:0 3:0 #96
-1 1:0 2:0 3:0 #102
-1 1:0 2:0 3:0 #108
-1 1:0 2:0 3:0 #114
-1 1:0 2:0 3:0 #120
-1 1:0 2:0 3:0 #126
-1 1:0 2:0 3:0 #132
-1 1:0 2:0 3:0 #138
-1 1:0 2:0 3:0 #144
-1 1:0 2:0 3:0 #150
-1 1:0 2:0 3:0 #156
-1 1:0 2:0 3:1 #162
-1 1:0 2:0 3:0 #168
-1 1:0 2:0 3:0 #174
-1 1:0 2:0 3:0 #180
-1 1:0 2:0 3:0 #186
-1 1:0 2:0 3:0 #192
-1 1:0 2:0 3:0 #198
-1 1:0 2:0 3:1 #204
-1 1:0 2:0 3:0 #210
-1 1:0 2:0 3:0 #216
-1 1:0 2:0 3:0 #222
-1 1:0 2:0 3:0 #228
-1 1:0 2:0 3:0 #234
-1 1:0 2:0 3:1 #240
-1 1:0 2:0 3:0 #246
-1 1:0 2:0 3:0 #252
-1 1:0 2:0 3:0 #258
-1 1:0 2:0 3:0 #264
-1 1:0 2:0 3:1 #270
-1 1:0 2:0 3:0 #276
-1 1:0 2:0 3:0 #282
-1 1:0 2:0 3:0 #288
-1 1:0 2:0 3:0 #294
-1 1:0 2:0 3:0 #300
-1 1:0 2:0 3:0 #306
-1 1:0 2:0 3:0 #312
-1 1:0 2:0 3:1 #318
-1 1:0 2:0 3:0 #324
-1 1:0 2:0 3:3 #330
-1 1:0 2:0 3:0 #336
-1 1:0 2:0 3:0 #342
-1 1:0 2:0 3:0 #348
-1 1:0 2:0 3:0 #354
-1 1:0 2:0 3:0 #360
-1 1:0 2:0 3:1 #366
-1 1:0 2:0 3:0 #372
-1 1:0 2:0 3:0 #378
-1 1:0 2:0 3:0 #384
-1 1:0 2:0 3:1 #390
-1 1:0 2:0 3:1 #396
-1 1:0 2:0 3:0 #402
-1 1:0 2:0 3:0 #408
-1 1:0 2:0 3:1 #414
-1 1:0 2:0 3:1 #420
-1 1:0 2:0 3:0 #426
-1 1:0 2:0 3:0 #432
-1 1:0 2:0 3:0 #438
-1 1:0 2:0 3:0 #444
-1 1:0 2:0 3:0 #450
-1 1:0 2:0 3:0 #456
-1 1:0 2:0 3:0 #462
-1 1:0 2:0 3:0 #468
-1 1:0 2:0 3:0 #474
-1 1:0 2:0 3:0 #480
-1 1:0 2:0 3:0 #486
-1 1:0 2:0 3:0 #492
-1 1:0 2:0 3:0 #498
-1 1:0 2:0 3:0 #504
-1 1:0 2:0 3:1 #510
-1 1:0 2:0 3:0 #516
-1 1:0 2:0 3:0 #522
-1 1:0 2:0 3:1 #528
-1 1:0 2:0 3:1 #534
-1 1:0 2:0 3:1 #540
-1 1:0 2:0 3:2 #546
-1 1:0 2:0 3:0 #552
-1 1:0 2:0 3:0 #558
-1 1:0 2:0 3:0 #564
-1 1:0 2:0 3:0 #570
-1 1:17 2:0 3:0 #576
-1 1:37 2:1 3:0 #582
-1 1:29 2:0 3:0 #588
-1 1:9 2:1 3:0 #594
-1 1:75 2:2 3:0 #600
-1 1:208 2:0 3:0 #606
-1 1:187 2:1 3:0 #612
-1 1:184 2:12 3:0 #618
-1 1:50 2:10 3:0 #624
-1 1:147 2:7 3:0 #630
-1 1:137 2:0 3:0 #636
-1 1:158 2:1 3:0 #642
-1 1:147 2:8 3:1 #648
-1 1:30 2:3 3:0 #654
-1 1:18 2:0 3:0 #660
-1 1:45 2:0 3:0 #666
-1 1:48 2:1 3:0 #672
-1 1:85 2:3 3:0 #678
-1 1:33 2:0 3:0 #684
-1 1:35 2:4 3:0 #690
-1 1:83 2:0 3:0 #696
-1 1:108 2:1 3:0 #702
-1 1:24 2:12 3:0 #708
-1 1:13 2:0 3:0 #714
-1 1:151 2:9 3:0 #720
-1 1:110 2:10 3:0 #726
-1 1:212 2:8 3:0 #732
-1 1:178 2:12 3:0 #738
-1 1:0 2:0 3:0 #744
-1 1:0 2:0 3:0 #750
-1 1:0 2:0 3:1 #756
-1 1:0 2:0 3:4 #762
-1 1:0 2:3 3:7 #768
-1 1:0 2:0 3:0 #774
-1 1:0 2:0 3:6 #780
-1 1:0 2:0 3:14 #786
-1 1:0 2:0 3:3 #792
-1 1:0 2:1 3:8 #798
